,1,2,3,4,5,6
1,255.2,0.8,0.0,0.3,0.2,0.0
2,0.5,291.2,0.2,0.0,0.6,0.1
3,0.0,0.3,162.2,0.1,1.5,0.0
4,0.7,0.0,0.0,191.8,0.0,1.1
5,0.4,0.2,0.5,0.2,299.4,0.2
6,0.3,0.0,0.0,0.1,0.0,182.9
