,1,2,3,4,5,6
1,195.5,0.8,0.9,57.6,1.5,0.2
2,0.6,278.5,0.3,12.7,0.4,0.1
3,0.1,0.5,155.1,7.1,0.9,0.4
4,0.5,0.2,0.0,190.8,0.7,1.4
5,1.3,0.4,0.7,38.5,258.6,1.4
6,0.1,0.0,0.0,45.5,1.1,136.6
