,1,2,3,4,5,6
1,255.4,0.5,0.0,0.4,0.1,0.1
2,0.5,290.5,0.4,0.2,0.9,0.1
3,0.0,0.3,161.3,0.2,2.1,0.2
4,0.2,0.0,0.2,192.7,0.2,0.3
5,0.2,0.1,0.6,0.5,299.0,0.5
6,0.2,0.0,0.0,1.6,0.5,181.0
