,1,2,3,4,5,6
1,207.7,1.2,0.1,46.1,1.0,0.4
2,0.3,279.9,0.3,11.5,0.5,0.1
3,0.1,0.6,157.5,4.6,0.9,0.4
4,0.8,0.3,0.0,190.3,0.7,1.5
5,1.4,0.1,0.7,35.3,261.6,1.8
6,0.1,0.0,0.0,40.1,1.1,142.0
