,1,2,3,4,5,6
1,252.1,1.2,0.8,1.4,0.3,0.7
2,0.9,288.0,1.8,0.7,1.0,0.2
3,0.2,1.0,159.8,1.0,2.0,0.1
4,2.0,0.3,0.4,187.0,1.2,2.7
5,0.6,0.5,2.2,0.7,295.5,1.4
6,0.7,0.2,0.3,3.6,0.8,177.7
