,1,2,3,4,5,6
1,254.3,0.8,0.0,0.8,0.6,0.0
2,0.7,290.9,0.3,0.0,0.6,0.1
3,0.0,0.4,162.3,0.0,1.4,0.0
4,0.8,0.7,0.0,190.7,0.2,1.2
5,0.6,0.2,0.7,0.2,299.0,0.2
6,0.4,0.0,0.0,0.4,0.1,182.4
