,1,2,3,4,5,6
1,157.4,0.4,6.0,49.1,11.7,31.9
2,9.1,189.1,39.2,4.3,5.6,45.3
3,0.7,0.5,86.9,6.0,6.3,63.7
4,22.3,0.0,0.0,65.0,3.6,102.7
5,21.8,0.0,0.3,41.7,146.7,90.4
6,0.2,0.0,0.1,20.7,6.0,156.3
