,1,2,3,4,5,6
1,142.0,0.4,6.2,55.8,19.3,32.8
2,6.9,184.3,46.6,3.7,5.7,45.4
3,0.3,0.5,87.3,5.6,6.3,64.1
4,14.3,0.0,0.0,70.3,5.8,103.2
5,1.7,0.0,0.3,46.3,163.1,89.5
6,0.0,0.0,0.1,20.4,6.2,156.6
