,1,2,3,4,5,6
1,253.3,0.5,0.4,1.1,0.4,0.8
2,1.0,288.4,1.4,0.3,0.9,0.6
3,0.1,1.3,159.8,1.1,1.6,0.2
4,1.5,0.3,0.2,188.1,1.1,2.4
5,0.3,0.9,2.1,1.1,294.9,1.6
6,0.6,0.5,0.2,3.3,0.6,178.1
