,1,2,3,4,5,6
1,248.9,1.8,0.8,3.5,0.0,1.5
2,1.0,290.7,0.2,0.2,0.4,0.1
3,0.1,9.6,151.6,0.7,2.1,0.0
4,0.9,0.1,0.0,189.4,0.3,2.9
5,2.5,0.6,0.9,1.4,295.2,0.3
6,0.8,0.0,0.0,3.8,0.1,178.6
