,1,2,3,4,5,6
1,249.9,1.6,0.4,4.0,0.2,0.4
2,1.4,289.9,0.2,0.5,0.5,0.1
3,0.0,0.9,160.0,0.8,2.1,0.3
4,0.9,0.3,0.0,189.7,0.9,1.8
5,2.0,0.3,1.4,1.3,293.8,2.1
6,0.3,0.0,0.0,4.9,1.5,176.6
