,1,2,3,4,5,6
1,255.4,0.7,0.0,0.3,0.1,0.0
2,0.4,291.5,0.2,0.0,0.5,0.0
3,0.0,0.2,162.1,0.3,1.5,0.0
4,0.7,0.0,0.0,192.2,0.0,0.7
5,0.2,0.2,0.6,0.3,299.4,0.2
6,0.3,0.2,0.0,0.0,0.0,182.8
