,1,2,3,4,5,6
1,207.9,1.2,0.4,45.6,1.0,0.4
2,0.3,279.8,0.3,11.6,0.5,0.1
3,0.1,0.6,157.5,4.6,0.9,0.4
4,0.8,0.3,0.0,190.3,0.7,1.5
5,1.6,0.1,0.7,35.1,261.5,1.9
6,0.1,0.0,0.0,40.9,1.1,141.2
