,1,2,3,4,5,6
1,255.0,0.3,0.1,0.6,0.4,0.1
2,0.6,289.9,0.8,0.2,0.8,0.3
3,0.0,0.3,161.7,0.2,1.9,0.0
4,0.4,0.2,0.1,191.2,0.1,1.6
5,0.3,0.1,0.9,0.5,298.7,0.4
6,0.4,0.0,0.0,1.2,0.3,181.4
