,1,2,3,4,5,6
1,250.6,0.9,0.4,1.7,1.6,1.3
2,0.7,287.7,1.9,0.6,1.1,0.6
3,0.3,1.7,159.1,0.7,2.0,0.3
4,1.3,1.1,1.0,184.0,2.5,3.7
5,1.5,0.5,2.3,2.2,293.7,0.7
6,1.3,0.0,0.1,3.8,1.5,176.6
