,1,2,3,4,5,6
1,255.1,0.1,0.3,0.6,0.4,0.0
2,0.7,290.1,0.6,0.4,0.5,0.3
3,0.0,0.3,161.6,0.3,1.9,0.0
4,0.5,0.2,0.0,191.2,0.3,1.4
5,0.3,0.2,1.0,0.3,298.6,0.5
6,0.4,0.0,0.0,1.5,0.4,181.0
