,1,2,3,4,5,6
1,250.9,0.6,0.6,1.5,1.5,1.4
2,0.5,288.6,0.9,0.9,1.2,0.5
3,0.0,1.2,159.5,1.0,2.1,0.3
4,2.1,0.4,0.4,184.5,2.7,3.5
5,1.9,0.6,2.0,2.7,291.6,2.1
6,2.0,0.1,0.3,4.4,1.7,174.8
