,1,2,3,4,5,6
1,127.9,4.6,5.3,97.4,5.4,15.9
2,7.6,121.1,41.9,64.2,4.7,53.1
3,6.5,1.9,126.8,13.5,1.8,13.6
4,1.0,0.7,0.9,111.9,4.7,74.4
5,8.8,1.3,7.0,61.7,165.1,57.0
6,1.5,0.4,0.0,4.8,9.2,167.4
