,1,2,3,4,5,6
1,251.4,0.6,0.4,2.0,1.0,1.1
2,0.7,288.2,1.2,1.4,0.9,0.2
3,0.3,1.3,159.0,0.8,2.5,0.2
4,1.3,0.5,0.8,184.5,2.9,3.6
5,1.4,0.8,2.3,2.2,293.1,1.1
6,1.0,0.1,0.2,3.8,1.3,176.9
