,1,2,3,4,5,6
1,255.5,0.4,0.1,0.5,0.0,0.0
2,0.5,290.8,0.4,0.1,0.7,0.1
3,0.0,0.3,161.4,0.2,2.0,0.2
4,0.4,0.1,0.1,192.4,0.0,0.6
5,0.0,0.1,0.7,0.5,299.2,0.4
6,0.3,0.0,0.0,1.6,0.3,181.1
