,1,2,3,4,5,6
1,194.8,0.8,0.9,58.1,1.5,0.4
2,0.6,278.3,0.3,12.9,0.4,0.1
3,0.1,0.5,155.1,7.1,1.0,0.3
4,0.5,0.2,0.0,189.9,0.7,2.3
5,1.4,0.4,0.7,38.6,258.4,1.4
6,0.1,0.0,0.0,46.1,1.1,136.0
